gid,landprice_lbl,landprice_val,경도,위도
占썬끉沅?2bb52aa,4158861.77,4158861.7700000000000000000000000000000,126.853145,37.566719
占썬끉沅?2bb52ab,827587.66,827587.6600000000000000000000000000000,126.853125,37.568973
占썬끉沅?2bb52ba,367900.02,367900.0200000000000000000000000000000,126.853106,37.571226
占썬끉沅?2bb52bb,,,126.853086,37.573479
占썬끉沅?3aa47bb,3469636.26,3469636.2599999900000000000000000000000,126.856305,37.528430
占썬끉沅?3aa48aa,3517886.62,3517886.6200000000000000000000000000000,126.856285,37.530683
占썬끉沅?3aa48ab,3339436.20,3339436.2000000000000000000000000000000,126.856266,37.532936
占썬끉沅?3aa48ba,3123971.02,3123971.0200000000000000000000000000000,126.856247,37.535189
占썬끉沅?3aa48bb,2306978.80,2306978.7999999900000000000000000000000,126.856227,37.537443
占썬끉沅?3aa49aa,467394.81,467394.8099999990000000000000000000000,126.856208,37.539696
占썬끉沅?3aa49ab,127909.06,127909.0599999990000000000000000000000,126.856189,37.541949
占썬끉沅?3aa49ba,948885.42,948885.4200000000000000000000000000000,126.856169,37.544202
占썬끉沅?3aa49bb,219532.75,219532.7500000000000000000000000000000,126.856150,37.546456
占썬끉沅?3aa50aa,590404.77,590404.7700000000000000000000000000000,126.856130,37.548709
占썬끉沅?3aa50ab,1208730.21,1208730.2099999900000000000000000000000,126.856111,37.550962
占썬끉沅?3aa50ba,936405.97,936405.9699999990000000000000000000000,126.856092,37.553215
占썬끉沅?3aa50bb,4296910.98,4296910.9800000000000000000000000000000,126.856072,37.555469
占썬끉沅?3aa51aa,6014360.11,6014360.1100000000000000000000000000000,126.856053,37.557722
占썬끉沅?3aa51ab,6418346.21,6418346.2099999900000000000000000000000,126.856034,37.559975
占썬끉沅?3aa51ba,5440196.99,5440196.9900000000000000000000000000000,126.856014,37.562228
占썬끉沅?3aa51bb,5234014.30,5234014.2999999900000000000000000000000,126.855995,37.564482
占썬끉沅?3aa52aa,1426880.74,1426880.7399999900000000000000000000000,126.855975,37.566735
占썬끉沅?3aa52ab,367900.00,367900.0000000000000000000000000000000,126.855956,37.568988
占썬끉沅?3aa52ba,,,126.855937,37.571241
占썬끉沅?3ab47bb,3023284.81,3023284.8100000000000000000000000000000,126.859134,37.528445
占썬끉沅?3ab48aa,3652175.67,3652175.6699999900000000000000000000000,126.859115,37.530698
占썬끉沅?3ab48ab,3730132.38,3730132.3799999900000000000000000000000,126.859096,37.532951
占썬끉沅?3ab48ba,3134737.26,3134737.2599999900000000000000000000000,126.859076,37.535205
占썬끉沅?3ab48bb,2418614.17,2418614.1699999900000000000000000000000,126.859057,37.537458
占썬끉沅?3ab49aa,472095.06,472095.0599999990000000000000000000000,126.859038,37.539711
占썬끉沅?3ab49ab,131756.72,131756.7200000000000000000000000000000,126.859018,37.541965
占썬끉沅?3ab49ba,5572494.80,5572494.7999999900000000000000000000000,126.858999,37.544218
占썬끉沅?3ab49bb,3581786.17,3581786.1699999900000000000000000000000,126.858980,37.546471
占썬끉沅?3ab50aa,3305866.47,3305866.4700000000000000000000000000000,126.858960,37.548724
占썬끉沅?3ab50ab,2506675.26,2506675.2599999900000000000000000000000,126.858941,37.550978
占썬끉沅?3ab50ba,3054560.39,3054560.3900000000000000000000000000000,126.858922,37.553231
占썬끉沅?3ab50bb,4858487.23,4858487.2300000000000000000000000000000,126.858903,37.555484
占썬끉沅?3ab51aa,5823022.99,5823022.9900000000000000000000000000000,126.858883,37.557737
占썬끉沅?3ab51ab,6388345.80,6388345.7999999900000000000000000000000,126.858864,37.559991
占썬끉沅?3ab51ba,5539776.01,5539776.0099999900000000000000000000000,126.858845,37.562244
占썬끉沅?3ab51bb,1448570.22,1448570.2199999900000000000000000000000,126.858825,37.564497
占썬끉沅?3ab52aa,367899.92,367899.9199999990000000000000000000000,126.858806,37.566750
占썬끉沅?3ab52ab,,,126.858787,37.569004
占썬끉沅?3ba47bb,1860998.58,1860998.5800000000000000000000000000000,126.861963,37.528460
占썬끉沅?3ba48aa,3378491.37,3378491.3700000000000000000000000000000,126.861944,37.530714
占썬끉沅?3ba48ab,4593421.15,4593421.1500000000000000000000000000000,126.861925,37.532967
占썬끉沅?3ba48ba,3517014.29,3517014.2900000000000000000000000000000,126.861906,37.535220
占썬끉沅?3ba48bb,2806166.29,2806166.2900000000000000000000000000000,126.861887,37.537473
占썬끉沅?3ba49aa,777259.28,777259.2800000000000000000000000000000,126.861867,37.539727
占썬끉沅?3ba49ab,2773316.18,2773316.1800000000000000000000000000000,126.861848,37.541980
占썬끉沅?3ba49ba,3918651.19,3918651.1899999900000000000000000000000,126.861829,37.544233
占썬끉沅?3ba49bb,4109114.82,4109114.8199999900000000000000000000000,126.861810,37.546486
占썬끉沅?3ba50aa,4049281.36,4049281.3599999900000000000000000000000,126.861791,37.548740
占썬끉沅?3ba50ab,4559967.78,4559967.7800000000000000000000000000000,126.861771,37.550993
占썬끉沅?3ba50ba,4697837.84,4697837.8399999900000000000000000000000,126.861752,37.553246
占썬끉沅?3ba50bb,4818620.68,4818620.6799999900000000000000000000000,126.861733,37.555499
占썬끉沅?3ba51aa,7529227.18,7529227.1799999900000000000000000000000,126.861714,37.557753
占썬끉沅?3ba51ab,5014123.77,5014123.7699999900000000000000000000000,126.861694,37.560006
占썬끉沅?3ba51ba,4881738.38,4881738.3799999900000000000000000000000,126.861675,37.562259
占썬끉沅?3ba51bb,367900.02,367900.0200000000000000000000000000000,126.861656,37.564512
占썬끉沅?3ba52aa,,,126.861637,37.566766
占썬끉沅?3bb48aa,5587365.37,5587365.3700000000000000000000000000000,126.864773,37.530729
占썬끉沅?3bb48ab,6919074.42,6919074.4199999900000000000000000000000,126.864754,37.532982
占썬끉沅?3bb48ba,,,126.864735,37.535235
占썬끉沅?3bb48bb,2133596.52,2133596.5200000000000000000000000000000,126.864716,37.537489
占썬끉沅?3bb49aa,5475781.41,5475781.4100000000000000000000000000000,126.864697,37.539742
占썬끉沅?3bb49ab,5951004.52,5951004.5199999900000000000000000000000,126.864678,37.541995
占썬끉沅?3bb50aa,5554159.86,5554159.8600000000000000000000000000000,126.864621,37.548755
占썬끉沅?3bb50ab,6286759.91,6286759.9100000000000000000000000000000,126.864601,37.551008
占썬끉沅?3bb50ba,5311518.70,5311518.7000000000000000000000000000000,126.864582,37.553261
占썬끉沅?3bb50bb,5513560.05,5513560.0499999900000000000000000000000,126.864563,37.555515
占썬끉沅?3bb51aa,5904495.23,5904495.2300000000000000000000000000000,126.864544,37.557768
占썬끉沅?3bb51ab,2474198.27,2474198.2700000000000000000000000000000,126.864525,37.560021
占썬끉沅?3bb51ba,618761.61,618761.6099999990000000000000000000000,126.864506,37.562274
占썬끉沅?3bb51bb,367900.00,367900.0000000000000000000000000000000,126.864487,37.564528
占썬끉沅?4aa50aa,5643815.41,5643815.4100000000000000000000000000000,126.867451,37.548770
占썬끉沅?4aa50ab,4795632.37,4795632.3700000000000000000000000000000,126.867432,37.551023
占썬끉沅?4aa50ba,4912588.80,4912588.7999999900000000000000000000000,126.867412,37.553277
占썬끉沅?4aa50bb,4496971.75,4496971.7500000000000000000000000000000,126.867393,37.555530
占썬끉沅?4aa51aa,2223647.33,2223647.3300000000000000000000000000000,126.867374,37.557783
占썬끉沅?4aa51ab,358217.01,358217.0100000000000000000000000000000,126.867355,37.560036
占썬끉沅?4aa51ba,367899.99,367899.9899999990000000000000000000000,126.867336,37.562290
占썬끉沅?4ab49bb,9190035.86,9190035.8599999900000000000000000000000,126.870300,37.546532
占썬끉沅?4ab50aa,5945719.84,5945719.8399999900000000000000000000000,126.870281,37.548785
占썬끉沅?4ab50ab,4653425.83,4653425.8300000000000000000000000000000,126.870262,37.551038
占썬끉沅?4ab50ba,5763126.64,5763126.6399999900000000000000000000000,126.870243,37.553292
占썬끉沅?4ab50bb,4661468.29,4661468.2900000000000000000000000000000,126.870224,37.555545
占썬끉沅?4ab51aa,1210386.19,1210386.1899999900000000000000000000000,126.870205,37.557798
占썬끉沅?4ab51ab,367900.02,367900.0200000000000000000000000000000,126.870186,37.560052
占썬끉沅?4ab51ba,,,126.870167,37.562305
占썬끉沅?4ba49bb,6392337.56,6392337.5599999900000000000000000000000,126.873130,37.546547
占썬끉沅?4ba50aa,5792110.41,5792110.4100000000000000000000000000000,126.873111,37.548800
占썬끉沅?4ba50ab,5131619.10,5131619.0999999900000000000000000000000,126.873092,37.551054
占썬끉沅?4ba50ba,4333519.75,4333519.7500000000000000000000000000000,126.873073,37.553307
占썬끉沅?4ba50bb,3049027.10,3049027.1000000000000000000000000000000,126.873054,37.555560
占썬끉沅?4ba51aa,367900.00,367900.0000000000000000000000000000000,126.873035,37.557813
占썬끉沅?4ba51ab,,,126.873016,37.560067
占썬끉沅?4bb49bb,6076075.50,6076075.5000000000000000000000000000000,126.875960,37.546562
占썬끉沅?4bb50aa,4949477.73,4949477.7300000000000000000000000000000,126.875941,37.548815
占썬끉沅?4bb50ab,4352239.84,4352239.8399999900000000000000000000000,126.875922,37.551069
占썬끉沅?4bb50ba,2667336.86,2667336.8599999900000000000000000000000,126.875903,37.553322
占썬끉沅?4bb50bb,367900.01,367900.0100000000000000000000000000000,126.875884,37.555575
占썬끉沅?4bb51aa,367899.99,367899.9899999990000000000000000000000,126.875866,37.557828
占썬끉沅?4bb51ab,,,126.875847,37.560082
占썬끉沅?5aa49bb,5057578.89,5057578.8899999900000000000000000000000,126.878789,37.546577
占썬끉沅?5aa50aa,3798279.68,3798279.6800000000000000000000000000000,126.878771,37.548830
占썬끉沅?5aa50ab,667051.90,667051.9000000000000000000000000000000,126.878752,37.551083
占썬끉沅?5aa50ba,367900.05,367900.0499999990000000000000000000000,126.878733,37.553337
占썬끉沅?5aa50bb,367900.01,367900.0100000000000000000000000000000,126.878715,37.555590
占썬끉沅?5aa51aa,,,126.878696,37.557843
占썬끉沅?5ab50aa,,,126.881601,37.548845
占썬끉沅?5ab50bb,,,126.881545,37.555605
