업소명,소재지도로명주소,소재지지번주소,address,latitude,longitude,chain
아리스타커피,서울특별시 강서구 강서로56가길 53,서울특별시 강서구 등촌동 679-6 (지상 1층) ,서울특별시 강서구 등촌동 679-6,126.840192675211,37.5619273819344,
까페베네,서울특별시 강서구 양천로 366,서울특별시 강서구 가양동 105-3 외5필지 (지상 1층) ,서울특별시 강서구 가양동 105-3,126.842894199033,37.567229491149,
커피니 강서KT점,서울특별시 강서구 강서로5길 64,서울특별시 강서구 화곡동 893-1 지상1층 ,서울특별시 강서구 화곡동 893-1,126.848522952275,37.5295450415168,
스타일카페,서울특별시 강서구 강서로 46,서울특별시 강서구 화곡동 341-67 1층 ,서울특별시 강서구 화곡동 341-67,126.846991899422,37.5319863111285,
커피아마토르,서울특별시 강서구 강서로 462,서울특별시 강서구 등촌동 684-3 대룡드림타워-1 (지상 1층) 106~107호,서울특별시 강서구 등촌동 684-3,126.84141969758,37.5666239432247,
클로비스,서울특별시 강서구 방화동로 75,서울특별시 강서구 방화동 598-163 (지하 1층) ,서울특별시 강서구 방화동 598-163,126.812564382482,37.5671133349337,
소나 카페테라,서울특별시 강서구 강서로45길 45,서울특별시 강서구 화곡동 1008-11 (지상 1층) ,서울특별시 강서구 화곡동 1008-11,126.833625239839,37.5478725815796,
이마트24강서등마루점,서울특별시 강서구 등촌로51길 11,서울특별시 강서구 등촌동 526-1 (지상 1층) ,서울특별시 강서구 등촌동 526-1,126.862620187026,37.5488240280557,
하늘꿈북까페,서울특별시 강서구 강서로45라길 28,서울특별시 강서구 내발산동 720-1 (지상 1층) ,서울특별시 강서구 내발산동 720-1,126.834169352816,37.5490333815622,
카페 소금다방,서울특별시 강서구 공항대로61길 42,서울특별시 강서구 염창동 271-0 (지상1층) ,서울특별시 강서구 염창동 271-0,126.866384389736,37.5527246220818,
등촌빈스토리,서울특별시 강서구 공항대로41길 51,서울특별시 강서구 등촌동 696-0 세신그린코아 (지상1층) 129호,서울특별시 강서구 등촌동 696-0,126.845776312402,37.5602359798031,
이디야강서점,서울특별시 강서구 화곡로 292,서울특별시 강서구 화곡동 981-1 외 2필지 서광프리메라 (지상 1층) 104호,서울특별시 강서구 화곡동 981-1,126.848722796198,37.5501868292157,
이디야 개화산점,서울특별시 강서구 양천로 28,서울특별시 강서구 방화동 849-0 벽산에어트리움 (지상 1층) 본관동 101~103호,서울특별시 강서구 방화동 849-0,126.806994113323,37.5723030060453,
소풍가는날,서울특별시 강서구 공항대로59다길 85,서울특별시 강서구 염창동 267-19 (지상1층) ,서울특별시 강서구 염창동 267-19,126.868013117548,37.5518919500507,
칸토빈 가양점,서울특별시 강서구 화곡로 429,서울특별시 강서구 가양동 14-84 지하철9호선 가양역사내 지하 1층 ,서울특별시 강서구 가양동 14-84,126.855066268266,37.5615280646201,
시나브로빈스토리,서울특별시 강서구 공항대로42길 61,서울특별시 강서구 내발산동 661-26 내발산동주택 (지상 1층) ,서울특별시 강서구 내발산동 661-26,126.842867791629,37.5553354094764,
이디야강서사거리점,서울특별시 강서구 공항대로 437,서울특별시 강서구 등촌동 654-44 (지상 1층) ,서울특별시 강서구 등촌동 654-44,126.855918740576,37.5549542664078,
씨유 염창동아점,서울특별시 강서구 양천로 731,서울특별시 강서구 염창동 258-1 외 1필지 동아3차아파트 (지상 1층) 309동 102-1호,서울특별시 강서구 염창동 258-1,126.877396858267,37.5502517087995,
씨유 강서가로공원점,서울특별시 강서구 가로공원로 216,서울특별시 강서구 화곡동 368-3 1층 씨유마트 내 ,서울특별시 강서구 화곡동 368-3,126.839970771991,37.5372917339966,
카페보굼,서울특별시 강서구 등촌로 3,서울특별시 강서구 화곡동 782-5 부경빌딩 (지상 1층) ,서울특별시 강서구 화곡동 782-5,126.863536200042,37.5302843243461,
훼미리마트(등촌평안점),서울특별시 강서구 강서로 460,서울특별시 강서구 등촌동 682-0 평안빌딩 (지상 1층) 훼미리마트 내 102~105호,서울특별시 강서구 등촌동 682-0,126.841129472317,37.5663068532685,
커피올렌스,서울특별시 강서구 방화대로34길 70,서울특별시 강서구 방화동 187-47 지상1층 ,서울특별시 강서구 방화동 187-47,126.820358588612,37.5705080554905,
데일리카페,서울특별시 강서구 양천로71길 14,서울특별시 강서구 염창동 248-8 (지상 1층) 가동 ,서울특별시 강서구 염창동 248-8,126.871526109894,37.5523335292722,
더카페강서NC9층점,서울특별시 강서구 강서로56길 17,서울특별시 강서구 등촌동 689 엔씨백화점 9층 ,서울특별시 강서구 등촌동 689,126.840498784915,37.559933531546,
이디야등촌3동점,서울특별시 강서구 공항대로41길 34,서울특별시 강서구 등촌동 700-0 플러스존 (지상 1층) 101호,서울특별시 강서구 등촌동 700-0,126.84571196058,37.5592796685251,
요거프래소화곡푸르지오,서울특별시 강서구 강서로45길 49-4,서울특별시 강서구 내발산동 714-4 태승훼미리아파트 (지상 1층) 상가동 7호,서울특별시 강서구 내발산동 714-4,126.832971913548,37.547790569435,
디바인그라인드,서울특별시 강서구 하늘길 38,서울특별시 강서구 방화동 886-0 외 6필지 김포공항스카이파크 (지하 2층) ,서울특별시 강서구 방화동 886-0,126.80296035927,37.5713698504776,
(주)영우 롯데백화점 김포공항점,서울특별시 강서구 하늘길 38,서울특별시 강서구 방화동 886-0 외 6필지 김포공항 스카이파크 (지하 3층) ,서울특별시 강서구 방화동 886-0,126.80296035927,37.5713698504776,
애프터커피 after coffee,서울특별시 강서구 방화대로45길 70,서울특별시 강서구 방화동 452-2 (지상 1층) ,서울특별시 강서구 방화동 452-2,126.812528488455,37.5744343952012,
페이퍼 존,서울특별시 강서구 하늘길 76,서울특별시 강서구 과해동 676-0 이마트 3층 ,서울특별시 강서구 과해동 676-0,126.798295819605,37.5609244915689,
치프빈(Chief Bean),서울특별시 강서구 화곡로 347,서울특별시 강서구 화곡동 1095-0 그랜드아이파크 (지상 1층) 117호,서울특별시 강서구 화곡동 1095-0,126.85129237152,37.5548351849155,
이디야 커피(화곡사거리점),서울특별시 강서구 곰달래로 135,서울특별시 강서구 화곡동 342-53 (지상 1층) ,서울특별시 강서구 화곡동 342-53,126.847921657041,37.5307647642885,
지에스(gs)25 화곡영광점내,서울특별시 강서구 곰달래로 88,서울특별시 강서구 화곡동 920-1 ,서울특별시 강서구 화곡동 920-1,126.842646371479,37.5301640940002,
방화동커피집,서울특별시 강서구 방화대로 319,서울특별시 강서구 방화동 867 ,서울특별시 강서구 방화동 867,126.816286169261,37.5691581356766,
지에스25방화동부점,서울특별시 강서구 방화대로45길 52,서울특별시 강서구 방화동 448-42 1층 GS25편의점 내 ,서울특별시 강서구 방화동 448-42,126.813655995614,37.5743825712377,
까페일루시온,서울특별시 강서구 화곡로61길 31,서울특별시 강서구 등촌동 660-9 (지상 1층) ,서울특별시 강서구 등촌동 660-9,126.849978535371,37.5573283828787,
데이빈,서울특별시 강서구 하늘길 38,서울특별시 강서구 방화동 886 ,서울특별시 강서구 방화동 886,126.80296035927,37.5713698504776,
이디야 등촌역점,서울특별시 강서구 등촌로 217,서울특별시 강서구 등촌동 509-1 (지상 1층) ,서울특별시 강서구 등촌동 509-1,126.863315147109,37.5491824406556,
카페 넬 비코로(Cafe nel vicolo),서울특별시 강서구 공항대로42길 16,서울특별시 강서구 내발산동 650-16 (지상 1층) ,서울특별시 강서구 내발산동 650-16,126.843609294059,37.5572344334833,
카페 르꼼뚜,서울특별시 강서구 양천로 551-17,서울특별시 강서구 가양동 449-4 외 2필지 한화비즈메트로1차 (지상 1차) 103호,서울특별시 강서구 가양동 449-4,126.860941198154,37.5591095584309,
카페레아(CAFE RHEA),서울특별시 강서구 방화대로48길 40,"서울특별시 강서구 방화동 839 방화2-1단지 임대상가, 3동 104호",서울특별시 강서구 방화동 839,126.820167131755,37.5742448164247,
서울강서지역자활센터-카페,서울특별시 강서구 곰달래로 180,서울특별시 강서구 화곡동 874-9 서울강서지역자활센터 1층 ,서울특별시 강서구 화곡동 874-9,126.852949748255,37.5308851086011,
카페두드림,서울특별시 강서구 곰달래로 224,서울특별시 강서구 화곡동 848-1 (지상 1층) ,서울특별시 강서구 화곡동 848-1,126.857846645433,37.5315273910695,
레즐리 컵 LESELY CUP,서울특별시 강서구 양천로73길 24,서울특별시 강서구 염창동 306-0 염창힐스테이트 (지상 1층) 상가동 105호,서울특별시 강서구 염창동 306-0,126.873334288827,37.5516148649568,
비스트롱커피,서울특별시 강서구 양천로24길 85,서울특별시 강서구 방화동 251-5 (지상 1층) ,서울특별시 강서구 방화동 251-5,126.81545275173,37.5694673184597,
대한항공OC빌딩 스카이카페,서울특별시 강서구 하늘길 260,서울특별시 강서구 공항동 1370-0 외 14필지 항공기정비공장 (지상 4층) ,서울특별시 강서구 공항동 1370-0,126.814283153043,37.5477458060624,
마스 모스,서울특별시 강서구 강서로 499,서울특별시 강서구 가양동 187-13 대하빌딩 (지상 1층) 103~104호,서울특별시 강서구 가양동 187-13,126.841351215765,37.5701471011703,
융드립커피,서울특별시 강서구 우장산로 4,서울특별시 강서구 내발산동 669-6 (지상 1층) ,서울특별시 강서구 내발산동 669-6,126.837649247498,37.5546666572146,
커피왓수다,서울특별시 강서구 화곡로31길 67,서울특별시 강서구 화곡동 1030-11 지상1층 ,서울특별시 강서구 화곡동 1030-11,126.839601185614,37.5443410989862,
카페말로(내발산점),서울특별시 강서구 강서로 353,서울특별시 강서구 내발산동 654-3 학성빌딩 (지상 1층) 104호,서울특별시 강서구 내발산동 654-3,126.837469500195,37.5573380451007,
카페 101,서울특별시 강서구 공항대로3길 33,서울특별시 강서구 공항동 45-8 (지상 1층) ,서울특별시 강서구 공항동 45-8,126.810347175575,37.5631047816186,
버블베어,서울특별시 강서구 금낭화로 167,서울특별시 강서구 방화동 819-0 1층 103호,서울특별시 강서구 방화동 819-0,126.813373127209,37.5809502733256,
목 카페,서울특별시 강서구 금낭화로24길 29-5,서울특별시 강서구 방화동 345-9 (지상 1층) ,서울특별시 강서구 방화동 345-9,126.814688952941,37.5785891325307,
밀알카페,서울특별시 강서구 강서로33길 16,서울특별시 강서구 화곡동 1050-31 1층 ,서울특별시 강서구 화곡동 1050-31,126.838804926277,37.5420181413298,
엔카페,서울특별시 강서구 양천로 476,서울특별시 강서구 등촌동 73-1 금부빌딩 (지상 2층) ,서울특별시 강서구 등촌동 73-1,126.853271958466,37.5616001805127,
브이커피,서울특별시 강서구 화곡로64길 98,"서울특별시 강서구 등촌동 653-5 1층, 1동 ",서울특별시 강서구 등촌동 653-5,126.858154462401,37.5553132276399,
커피드림,서울특별시 강서구 공항대로53가길 6,서울특별시 강서구 등촌동 643-73 (지상 1층) ,서울특별시 강서구 등촌동 643-73,126.859568389364,37.5543185051601,
커피볶는 곤이네집,서울특별시 강서구 곰달래로 116-1,서울특별시 강서구 화곡동 899-29 엠타워 (지상 1층) 101호,서울특별시 강서구 화곡동 899-29,126.845870105726,37.5303526899735,
이디야커피,서울특별시 강서구 양천로 684,서울특별시 강서구 염창동 264-37 1층 ,서울특별시 강서구 염창동 264-37,126.871949201268,37.5506405637499,
발음북카페,서울특별시 강서구 강서로47다길 35,서울특별시 강서구 내발산동 709-8 1층 ,서울특별시 강서구 내발산동 709-8,126.834311613672,37.5513274307329,
이디야커피,서울특별시 강서구 방화동로 37,서울특별시 강서구 방화동 614-34 101호,서울특별시 강서구 방화동 614-34,126.810682079138,37.5641822785808,
쑤앤쑤,서울특별시 강서구 우장산로 4,서울특별시 강서구 내발산동 669-6 (지상3층) ,서울특별시 강서구 내발산동 669-6,126.837649247498,37.5546666572146,
씨앤에프(C&F by Jung),서울특별시 강서구 강서로 202,서울특별시 강서구 화곡동 1031-0 1층 ,서울특별시 강서구 화곡동 1031-0,126.838269929243,37.5442227840847,
카페원데이,서울특별시 강서구 강서로48길 6,서울특별시 강서구 내발산동 702-1 1층 ,서울특별시 강서구 내발산동 702-1,126.836879510476,37.5525105917346,
카페드아야,서울특별시 강서구 강서로52길 13,서울특별시 강서구 내발산동 646-2 1층 ,서울특별시 강서구 내발산동 646-2,126.839007580072,37.55790895136,
카페 이브닝,서울특별시 강서구 양천로75길 57,서울특별시 강서구 염창동 288-0 현대1차 상가동 108호,서울특별시 강서구 염창동 288-0,126.874890556801,37.5533141837481,
커피스토리,서울특별시 강서구 등촌로13길 24,서울특별시 강서구 등촌동 572-17 (지상 1층) ,서울특별시 강서구 등촌동 572-17,126.861942122591,37.5356252238378,
이디야커피가양역점,서울특별시 강서구 양천로 500,서울특별시 강서구 등촌동 628-0 노블리움오피스텔 (지상 1층) 111호,서울특별시 강서구 등촌동 628-0,126.855531211014,37.5605371784027,
더팬,서울특별시 강서구 금낭화로17길 9,서울특별시 강서구 방화동 454-17 외 2필지 (지상 1층) ,서울특별시 강서구 방화동 454-17,126.811066524664,37.5751358304399,
이디야 염창블루나인,서울특별시 강서구 양천로 583,서울특별시 강서구 염창동 240-21 외 1필지 우림블루나인비즈니스센터 117호,서울특별시 강서구 염창동 240-21,126.864347419732,37.5571161918617,
모카라비아,서울특별시 강서구 개화동로27가길 33,서울특별시 강서구 방화동 619-7 1층 102호,서울특별시 강서구 방화동 619-7,126.807522731364,37.5627209818902,
이디야커피(강서한강자이),서울특별시 강서구 양천로 401,서울특별시 강서구 가양동 1498-0 강서한강자이타워 (지상 1층) B동 108호,서울특별시 강서구 가양동 1498-0,126.84764409296,37.5657010514328,
차콜로스터커피,서울특별시 강서구 까치산로4길 66,서울특별시 강서구 화곡동 102-46 (지상 1층) ,서울특별시 강서구 화곡동 102-46,126.846071445392,37.5402261092807,
라루라루,서울특별시 강서구 공항대로59길 42,서울특별시 강서구 등촌동 647-0 1층 ,서울특별시 강서구 등촌동 647-0,126.863762911324,37.5535482014372,
제나두PC 강서본점,서울특별시 강서구 양천로 583,서울특별시 강서구 염창동 240-21 외 1필지 우림블루나인 (지하 1층) B동 106호,서울특별시 강서구 염창동 240-21,126.864347419732,37.5571161918617,
테리브라운,서울특별시 강서구 공항대로8길 33,서울특별시 강서구 공항동 41-80 (지상 1층) 101호,서울특별시 강서구 공항동 41-80,126.812398219646,37.5595748947978,
카페 머무르다,서울특별시 강서구 공항대로 663,서울특별시 강서구 염창동 260-7 골든서울호텔 (지상 1층) ,서울특별시 강서구 염창동 260-7,126.878116558334,37.5479085073574,
티톡커피전문점,서울특별시 강서구 월정로 142,서울특별시 강서구 화곡동 360-9 1층 ,서울특별시 강서구 화곡동 360-9,126.837482048405,37.531750609637,
카페 머물다,서울특별시 강서구 양천로 401,서울특별시 강서구 가양동 1498-0 강서한강자이타워 (지상 1층) A동 416호,서울특별시 강서구 가양동 1498-0,126.84764409296,37.5657010514328,
아쿠아카페,서울특별시 강서구 공항대로45길 44,서울특별시 강서구 등촌동 641-11 청림빌딩 (지상 2층) 207호,서울특별시 강서구 등촌동 641-11,126.855808218309,37.5568092839784,
커피보니또 등촌점,서울특별시 강서구 양천로60길 19,서울특별시 강서구 등촌동 630-6 (지상 1층) ,서울특별시 강서구 등촌동 630-6,126.859201980496,37.5577255487923,
까르페디엠배세일움,서울특별시 강서구 공항대로 209,서울특별시 강서구 마곡동 774-1 101호,서울특별시 강서구 마곡동 774-1,126.830889417254,37.5597527538278,
이디야 송정역점,서울특별시 강서구 공항대로 24,서울특별시 강서구 공항동 53-1 2층 ,서울특별시 강서구 공항동 53-1,126.809951413051,37.5611712399241,
카페테이크(Cafe TAKE),서울특별시 강서구 양천로26길 35,서울특별시 강서구 방화동 180-22 (지상 1층) ,서울특별시 강서구 방화동 180-22,126.819063084751,37.5726035911318,
푸른풀밭(Green Pastures),서울특별시 강서구 방화대로21길 50,서울특별시 강서구 공항동 19-16 (지상 1층) ,서울특별시 강서구 공항동 19-16,126.813831545017,37.5633873833785,
알랑가,서울특별시 강서구 강서로 318-8,서울특별시 강서구 내발산동 677-1 두리빌딩 (지상 1층) 104호,서울특별시 강서구 내발산동 677-1,126.837448093952,37.5541150604746,
이디아(화곡중앙시장점),서울특별시 강서구 가로공원로76길 61,"서울특별시 강서구 화곡동 362-83 (지상 1층) 101, 107호 ",서울특별시 강서구 화곡동 362-83,126.838267216211,37.5344254054077,
방화동커피볶는집,서울특별시 강서구 금낭화로16길 28,서울특별시 강서구 방화동 451-11 동진빌딩 (지상 1층) ,서울특별시 강서구 방화동 451-11,126.81296482907,37.5738671009964,
레드블랙(등촌점),서울특별시 강서구 공항대로41길 43,서울특별시 강서구 등촌동 696-1 새한프라자 (지상 1층) 102호,서울특별시 강서구 등촌동 696-1,126.845540896294,37.5599073490843,
노리공작소,서울특별시 강서구 강서로62길 98,서울특별시 강서구 등촌동 695-1 (지상 3층) ,서울특별시 강서구 등촌동 695-1,126.845014067467,37.5616988297823,
이디야 강서NC점,서울특별시 강서구 강서로54길 11,서울특별시 강서구 등촌동 674-2 (지상 1층) 가동 ,서울특별시 강서구 등촌동 674-2,126.839349532387,37.5594168739297,
샤론,서울특별시 강서구 방화동로14길 13,서울특별시 강서구 방화동 249-0 (지상 1층) ,서울특별시 강서구 방화동 249-0,126.813596599735,37.5691907703569,
이디야커피 마곡수명산점,서울특별시 강서구 수명로 68-27,서울특별시 강서구 내발산동 750-9 웨스트엔드문화센터 (지상 1층) 103~104호,서울특별시 강서구 내발산동 750-9,126.826675489517,37.552676073225,
이디야커피 곰달래점,서울특별시 강서구 곰달래로 52,서울특별시 강서구 화곡동 938-18 1층 ,서울특별시 강서구 화곡동 938-18,126.838583156306,37.5299403880104,
긱스커피(GEEK'S COFFEE),서울특별시 강서구 화곡로24길 47,서울특별시 강서구 화곡동 381-12 (지상1층) ,서울특별시 강서구 화곡동 381-12,126.839251861503,37.5390227486796,
라떼앤퐁당,서울특별시 강서구 공항대로53가길 42,서울특별시 강서구 등촌동 643-51 1층 102호,서울특별시 강서구 등촌동 643-51,126.858818165927,37.5552232026165,
호텔볼(VOLL) 커피숍,서울특별시 강서구 강서로5나길 30,서울특별시 강서구 화곡동 905-8 지상2층 ,서울특별시 강서구 화곡동 905-8,126.846622513165,37.5287775488972,
메타킹 양천향교역점,서울특별시 강서구 강서로 462,서울특별시 강서구 등촌동 684-3 대룡드림타워 (지상 1층) 104호,서울특별시 강서구 등촌동 684-3,126.84140274432,37.5666120273171,
더착한커피 화곡점,서울특별시 강서구 가로공원로 191,서울특별시 강서구 화곡동 379-48 류성빌딩 (지상 1층) 101호 일부 ,서울특별시 강서구 화곡동 379-48,126.837150022899,37.5374069899716,
바게뜨니,서울특별시 강서구 공항대로41길 18,서울특별시 강서구 등촌동 663-23 (지상 1층) ,서울특별시 강서구 등촌동 663-23,126.845148298972,37.5586378717677,
요거프레소 화곡점,서울특별시 강서구 초록마을로 155,서울특별시 강서구 화곡동 332-27 (지상 1층) ,서울특별시 강서구 화곡동 332-27,126.847418893608,37.5363120243167,
커피베이 마곡나루점,서울특별시 강서구 마곡서로 133-0,서울특별시 강서구 마곡동 734-4 마곡엠밸리7단지 (지상 1층) 712동 103호,서울특별시 강서구 마곡동 734-4,126.823838667719,37.5645561030039,
카페29,서울특별시 강서구 강서로 242,서울특별시 강서구 화곡동 1165-1 강서힐스테이트 (지상 1층) 상가동 129호,서울특별시 강서구 화곡동 1165-1,126.836797010994,37.5471644988463,
가까운카페,서울특별시 강서구 강서로35길 12,"서울특별시 강서구 화곡동 1033-34 1층우측, 3동 ",서울특별시 강서구 화곡동 1033-34,126.838230228891,37.5429054698537,
카페노킹온,서울특별시 강서구 등촌로39길 56,서울특별시 강서구 등촌동 521-22 거산 하이빌 (지상 1층) 101호,서울특별시 강서구 등촌동 521-22,126.860059722776,37.5469043280436,
토스트커피,서울특별시 강서구 마곡서1로 100,서울특별시 강서구 마곡동 743 (지상 1층) 601동 상가104호,서울특별시 강서구 마곡동 743,126.81962341197,37.5657540981707,
띠아모커피 강서구청사거리점,서울특별시 강서구 공항대로45가길 11,서울특별시 강서구 등촌동 656-52 강서메트로칸 103~105호 ,서울특별시 강서구 등촌동 656-52,126.853677792942,37.5560635209115,
카페 카린,서울특별시 강서구 양천로 488,서울특별시 강서구 등촌동 77-20 (지상 1층) ,서울특별시 강서구 등촌동 77-20,126.854455764961,37.5612356612072,
이디야 방화사거리점,서울특별시 강서구 양천로 72,서울특별시 강서구 방화동 569-12 해성빌딩 (지상 1층) 106~107호 ,서울특별시 강서구 방화동 569-12,126.811777075121,37.5732116324409,
앙꼬(Anko),서울특별시 강서구 공항대로36길 73,서울특별시 강서구 내발산동 667 문성빌라 ,서울특별시 강서구 내발산동 667,126.836589431127,37.5552703046369,
톡앤티(Talk&Tea),서울특별시 강서구 강서로45가길 10,"서울특별시 강서구 화곡동 1007-4 지상3층, 3동 ",서울특별시 강서구 화곡동 1007-4,126.835374437229,37.5474870635534,
강서지역자활센터 더치숲,서울특별시 강서구 곰달래로59길 67,서울특별시 강서구 화곡동 773-1 외 1필지 대림빌딩 (지상 1층) ,서울특별시 강서구 화곡동 773-1,126.862655449678,37.5354010758952,
탐앤탐스 목동사거리점,서울특별시 강서구 등촌로 19,서울특별시 강서구 화곡동 781-4 (지상 2층) ,서울특별시 강서구 화곡동 781-4,126.863480151296,37.5317376638256,
이디야 화곡로점,서울특별시 강서구 화곡로 133,서울특별시 강서구 화곡동 1067-20 (지상 2층) ,서울특별시 강서구 화곡동 1067-20,126.83649036711,37.5408336595688,
커피베이(강서힐스테이트점),서울특별시 강서구 강서로 242,서울특별시 강서구 화곡동 1165-1 강서힐스테이트 (지상 1층) 상가동 131호,서울특별시 강서구 화곡동 1165-1,126.836797010994,37.5471644988463,
공차,서울특별시 강서구 마곡중앙로 165,서울특별시 강서구 마곡동 757-5 안강프라이빗타워 (지상 1층) 110호,서울특별시 강서구 마곡동 757-5,126.827697450113,37.5685808655445,
카페푸릇,서울특별시 강서구 화곡로13길 119,서울특별시 강서구 화곡동 1015-4 (지상1층) ,서울특별시 강서구 화곡동 1015-4,126.833592293322,37.5448765364523,
커피메소딕(COFFEE METHODIC),서울특별시 강서구 마곡서1로 146,서울특별시 강서구 마곡동 735 마곡엠밸리2단지 상가동 105호,서울특별시 강서구 마곡동 735,126.821411028637,37.5688249730513,
아마스빈 버블티 우장산역점,서울특별시 강서구 강서로45길 34-2,서울특별시 강서구 내발산동 722-14 (지상 1층) ,서울특별시 강서구 내발산동 722-14,126.834270936594,37.5480790071982,
셀렉토커피(등촌점),서울특별시 강서구 등촌로39길 19,서울특별시 강서구 등촌동 514-9 (지상 1층) ,서울특별시 강서구 등촌동 514-9,126.861110309959,37.5456200239738,
메가엠지씨커피 화곡본동시장점,서울특별시 강서구 까치산로4길 3,서울특별시 강서구 화곡동 98-60 1층 ,서울특별시 강서구 화곡동 98-60,126.844138758277,37.5424936410225,
커피집 화곡동,서울특별시 강서구 강서로41길 45,서울특별시 강서구 화곡동 1020-0 지상1층 ,서울특별시 강서구 화곡동 1020-0,126.835438229115,37.5440521870888,
280커피로스터스,서울특별시 강서구 양천로75길 7,서울특별시 강서구 염창동 250-27 (지상 1층) ,서울특별시 강서구 염창동 250-27,126.875078430929,37.5501203459623,
카페 화곡동,서울특별시 강서구 화곡로13길 26,서울특별시 강서구 화곡동 1043-1 1층 ,서울특별시 강서구 화곡동 1043-1,126.833522966186,37.5410426898322,
로뎀카페,서울특별시 강서구 강서로15길 37,서울특별시 강서구 화곡동 346-46 (지상1층) ,서울특별시 강서구 화곡동 346-46,126.844226102514,37.5318921448203,
