주차장명,주차면수,연월일,입차대수,출차대수,피크시간
적선노외,30,2021-12-15,170,85,18
신방화역,199,2021-12-15,196,194,13
한강진역,176,2021-12-15,401,406,14
종묘,1617,2021-12-15,1347,1348,13
천호역,1432,2021-12-15,1589,1604,13
신대방역,60,2021-12-15,155,153,21
천왕역,328,2021-12-15,363,360,14
수서역북,553,2021-12-15,664,662,12
학여울역,180,2021-12-15,120,113,12
영등포구청역,137,2021-12-15,250,104,11
장안1동,74,2021-12-15,70,67,18
화랑대역,319,2021-12-15,296,305,16
도봉산역,364,2021-12-15,397,393,15
개화산역,322,2021-12-15,297,296,12
잠실역,346,2021-12-16,660,669,14
구로디지털단지역,92,2021-12-16,187,176,21
개화산역,322,2021-12-16,310,304,15
수서역북,553,2021-12-16,666,658,10
수서역남,18,2021-12-16,27,32,15
복정역,322,2021-12-16,362,367,16
한강진역,176,2021-12-16,375,373,14
수락산역,157,2021-12-16,218,220,15
화랑대역,319,2021-12-16,320,316,12
서울글로벌센터,38,2021-12-16,71,75,16
구파발역,399,2021-12-16,629,655,15
신설동,79,2021-12-16,210,204,14
영등포구청역,137,2021-12-16,216,83,15
적선노외,30,2021-12-16,178,97,14
도봉산역,364,2021-12-16,393,396,13
학여울역,180,2021-12-16,109,115,13
사당노외,184,2021-12-16,386,395,20
종묘,1617,2021-12-16,1392,1410,15
천왕역,328,2021-12-16,333,340,12
개화역,483,2021-12-16,274,279,14
마포유수지,505,2021-12-16,836,838,20
세종로,1260,2021-12-16,597,611,13
신대방역,60,2021-12-16,156,156,21
동대문,1092,2021-12-16,1630,1654,0
천호역,1432,2021-12-16,1557,1542,16
용산주차빌딩,561,2021-12-16,409,412,16
신천유수지,214,2021-12-16,193,192,11
신방화역,199,2021-12-16,198,208,13
훈련원공원,873,2021-12-16,948,934,13
가양라이품,38,2021-12-16,41,39,11
남산예장,40,2021-12-16,176,177,16
장안1동,74,2021-12-16,66,66,17
신월4동,53,2021-12-16,16,0,23
장안2동,80,2021-12-16,48,46,16
웃우물,79,2021-12-16,54,59,16
잠실역,346,2021-12-17,662,666,15
구로디지털단지역,92,2021-12-17,209,211,20
개화산역,322,2021-12-17,284,292,12
수서역북,553,2021-12-17,622,659,12
수서역남,18,2021-12-17,38,36,16
복정역,322,2021-12-17,394,396,14
한강진역,176,2021-12-17,423,426,13
수락산역,157,2021-12-17,201,202,16
화랑대역,319,2021-12-17,299,303,14
서울글로벌센터,38,2021-12-17,75,81,15
구파발역,399,2021-12-17,757,763,16
신설동,79,2021-12-17,222,223,14
영등포구청역,137,2021-12-17,212,74,12
적선노외,30,2021-12-17,198,98,11
도봉산역,364,2021-12-17,381,369,16
학여울역,180,2021-12-17,106,113,11
사당노외,184,2021-12-17,492,483,20
종묘,1617,2021-12-17,1452,1463,14
천왕역,328,2021-12-17,347,351,16
개화역,483,2021-12-17,284,277,16
마포유수지,505,2021-12-17,742,784,20
세종로,1260,2021-12-17,755,770,20
신대방역,60,2021-12-17,166,165,21
동대문,1092,2021-12-17,1475,1546,1
천호역,1432,2021-12-17,1693,1744,12
용산주차빌딩,561,2021-12-17,426,429,14
신천유수지,214,2021-12-17,186,184,10
신방화역,199,2021-12-17,221,220,17
훈련원공원,873,2021-12-17,965,991,13
가양라이품,38,2021-12-17,33,31,15
남산예장,40,2021-12-17,178,180,14
장안1동,74,2021-12-17,65,90,4
신월4동,53,2021-12-17,14,3,8
장안2동,80,2021-12-17,47,46,9
웃우물,79,2021-12-17,59,60,13
잠실역,346,2021-12-18,658,670,12
구로디지털단지역,92,2021-12-18,152,158,16
개화산역,322,2021-12-18,116,115,7
수서역북,553,2021-12-18,226,227,14
수서역남,18,2021-12-18,25,18,12
복정역,322,2021-12-18,150,173,15
한강진역,176,2021-12-18,381,398,15
수락산역,157,2021-12-18,133,137,12
화랑대역,319,2021-12-18,190,193,13
서울글로벌센터,38,2021-12-18,21,17,18
구파발역,399,2021-12-18,470,473,13
신설동,79,2021-12-18,187,199,12
영등포구청역,137,2021-12-18,97,31,11
적선노외,30,2021-12-18,90,48,15
도봉산역,364,2021-12-18,229,239,13
학여울역,180,2021-12-18,60,60,12
사당노외,184,2021-12-18,263,287,19
종묘,1617,2021-12-18,867,905,14
천왕역,328,2021-12-18,155,156,12
개화역,483,2021-12-18,97,85,16
마포유수지,505,2021-12-18,335,361,14
세종로,1260,2021-12-18,848,866,16
신대방역,60,2021-12-18,179,190,15
동대문,1092,2021-12-18,459,1190,1
천호역,1432,2021-12-18,1386,1479,13
용산주차빌딩,561,2021-12-18,126,134,17
신천유수지,214,2021-12-18,97,103,12
신방화역,199,2021-12-18,129,129,12
훈련원공원,873,2021-12-18,357,372,13
가양라이품,38,2021-12-18,11,16,15
남산예장,40,2021-12-18,156,155,7
장안1동,74,2021-12-18,56,44,23
신월4동,53,2021-12-18,11,0,23
장안2동,80,2021-12-18,29,33,10
웃우물,79,2021-12-18,56,51,12
잠실역,346,2021-12-19,816,827,13
구로디지털단지역,92,2021-12-19,144,137,18
개화산역,322,2021-12-19,108,102,9
수서역북,553,2021-12-19,175,179,4
수서역남,18,2021-12-19,14,17,12
복정역,322,2021-12-19,115,114,14
한강진역,176,2021-12-19,512,517,16
수락산역,157,2021-12-19,81,80,14
화랑대역,319,2021-12-19,75,77,15
서울글로벌센터,38,2021-12-19,1,1,23
구파발역,399,2021-12-19,232,245,14
신설동,79,2021-12-19,207,206,14
영등포구청역,137,2021-12-19,88,31,23
적선노외,30,2021-12-19,91,44,15
도봉산역,364,2021-12-19,160,178,14
학여울역,180,2021-12-19,44,41,18
사당노외,184,2021-12-19,195,208,15
종묘,1617,2021-12-19,540,550,15
천왕역,328,2021-12-19,129,124,17
개화역,483,2021-12-19,64,77,14
마포유수지,505,2021-12-19,189,200,19
세종로,1260,2021-12-19,921,927,16
신대방역,60,2021-12-19,112,119,20
동대문,1092,2021-12-19,866,321,0
천호역,1432,2021-12-19,1251,1284,14
용산주차빌딩,561,2021-12-19,50,46,23
신천유수지,214,2021-12-19,90,97,12
신방화역,199,2021-12-19,94,99,7
훈련원공원,873,2021-12-19,111,112,17
가양라이품,38,2021-12-19,2,2,12
남산예장,40,2021-12-19,148,148,19
장안1동,74,2021-12-19,37,36,23
신월4동,53,2021-12-19,8,0,4
장안2동,80,2021-12-19,19,22,6
웃우물,79,2021-12-19,22,20,23
잠실역,346,2021-12-20,622,621,16
구로디지털단지역,92,2021-12-20,161,145,19
개화산역,322,2021-12-20,322,318,10
수서역북,553,2021-12-20,633,627,10
수서역남,18,2021-12-20,33,29,15
복정역,322,2021-12-20,329,318,16
한강진역,176,2021-12-20,282,278,13
수락산역,157,2021-12-20,208,210,15
화랑대역,319,2021-12-20,286,290,12
서울글로벌센터,38,2021-12-20,71,84,16
구파발역,399,2021-12-20,665,668,12
신설동,79,2021-12-20,224,219,15
영등포구청역,137,2021-12-20,184,64,12
적선노외,30,2021-12-20,203,98,14
도봉산역,364,2021-12-20,393,381,11
학여울역,180,2021-12-20,124,120,13
사당노외,184,2021-12-20,354,373,19
종묘,1617,2021-12-20,1387,1384,15
천왕역,328,2021-12-20,375,371,13
개화역,483,2021-12-20,307,320,12
마포유수지,505,2021-12-20,772,768,13
세종로,1260,2021-12-20,432,423,13
신대방역,60,2021-12-20,153,155,17
동대문,1092,2021-12-20,1777,1485,0
천호역,1432,2021-12-20,1473,1525,12
용산주차빌딩,561,2021-12-20,429,414,16
신천유수지,214,2021-12-20,190,188,15
신방화역,199,2021-12-20,215,217,12
훈련원공원,873,2021-12-20,980,960,14
가양라이품,38,2021-12-20,38,38,14
남산예장,40,2021-12-20,177,178,12
장안1동,74,2021-12-20,60,78,21
신월4동,53,2021-12-20,16,0,18
장안2동,80,2021-12-20,53,43,18
웃우물,79,2021-12-20,54,56,16
잠실역,346,2021-12-21,632,631,14
구로디지털단지역,92,2021-12-21,155,159,19
개화산역,322,2021-12-21,310,313,13
수서역북,553,2021-12-21,642,635,12
수서역남,18,2021-12-21,38,38,16
복정역,322,2021-12-21,346,352,15
한강진역,176,2021-12-21,352,355,14
수락산역,157,2021-12-21,238,232,13
화랑대역,319,2021-12-21,320,324,12
서울글로벌센터,38,2021-12-21,66,72,14
구파발역,399,2021-12-21,684,685,14
신설동,79,2021-12-21,144,162,15
영등포구청역,137,2021-12-21,213,78,13
적선노외,30,2021-12-21,220,109,12
도봉산역,364,2021-12-21,380,392,15
학여울역,180,2021-12-21,109,106,12
사당노외,184,2021-12-21,362,358,13
종묘,1617,2021-12-21,1392,1379,14
천왕역,328,2021-12-21,383,378,13
개화역,483,2021-12-21,324,356,13
마포유수지,505,2021-12-21,763,784,13
세종로,1260,2021-12-21,524,512,17
신대방역,60,2021-12-21,145,141,14
동대문,1092,2021-12-21,1654,1722,1
천호역,1432,2021-12-21,1486,1521,14
용산주차빌딩,561,2021-12-21,427,423,17
신천유수지,214,2021-12-21,214,220,15
신방화역,199,2021-12-21,197,209,14
훈련원공원,873,2021-12-21,951,958,13
가양라이품,38,2021-12-21,34,36,15
남산예장,40,2021-12-21,176,177,11
장안1동,74,2021-12-21,60,63,4
신월4동,53,2021-12-21,16,0,7
장안2동,80,2021-12-21,58,64,11
웃우물,79,2021-12-21,50,49,12
잠실역,346,2021-12-22,656,659,15
구로디지털단지역,92,2021-12-22,170,166,19
개화산역,322,2021-12-22,303,295,13
수서역북,553,2021-12-22,643,655,12
수서역남,18,2021-12-22,25,25,15
복정역,322,2021-12-22,357,359,17
한강진역,176,2021-12-22,337,344,14
수락산역,157,2021-12-22,226,234,14
화랑대역,319,2021-12-22,305,303,15
서울글로벌센터,38,2021-12-22,72,76,13
구파발역,399,2021-12-22,627,633,13
신설동,79,2021-12-22,214,219,14
영등포구청역,137,2021-12-22,250,104,15
적선노외,30,2021-12-22,216,108,17
도봉산역,364,2021-12-22,374,360,15
학여울역,180,2021-12-22,113,117,15
사당노외,184,2021-12-22,343,350,19
종묘,1617,2021-12-22,1469,1475,15
천왕역,328,2021-12-22,341,349,15
개화역,483,2021-12-22,324,306,13
마포유수지,505,2021-12-22,783,792,12
세종로,1260,2021-12-22,803,815,20
신대방역,60,2021-12-22,158,164,16
동대문,1092,2021-12-22,1513,1557,0
천호역,1432,2021-12-22,1573,1572,14
용산주차빌딩,561,2021-12-22,391,391,17
신천유수지,214,2021-12-22,204,202,13
신방화역,199,2021-12-22,201,196,13
훈련원공원,873,2021-12-22,920,919,13
가양라이품,38,2021-12-22,44,42,15
남산예장,40,2021-12-22,178,177,13
장안1동,74,2021-12-22,58,62,4
신월4동,53,2021-12-22,26,0,18
장안2동,80,2021-12-22,59,56,17
웃우물,79,2021-12-22,69,71,11
잠실역,346,2021-12-23,656,658,14
구로디지털단지역,92,2021-12-23,143,140,20
개화산역,322,2021-12-23,315,312,12
수서역북,553,2021-12-23,612,622,10
수서역남,18,2021-12-23,35,37,16
복정역,322,2021-12-23,340,334,15
한강진역,176,2021-12-23,430,437,15
수락산역,157,2021-12-23,199,194,13
화랑대역,319,2021-12-23,291,290,16
서울글로벌센터,38,2021-12-23,87,96,15
구파발역,399,2021-12-23,686,691,11
신설동,79,2021-12-23,218,225,14
영등포구청역,137,2021-12-23,223,91,12
적선노외,30,2021-12-23,194,122,18
도봉산역,364,2021-12-23,406,410,13
학여울역,180,2021-12-23,111,106,13
사당노외,184,2021-12-23,391,388,20
종묘,1617,2021-12-23,1483,1485,15
천왕역,328,2021-12-23,347,348,14
개화역,483,2021-12-23,291,282,15
마포유수지,505,2021-12-23,737,770,13
세종로,1260,2021-12-23,846,849,20
신대방역,60,2021-12-23,148,139,15
동대문,1092,2021-12-23,1564,1588,0
천호역,1432,2021-12-23,1531,1553,14
용산주차빌딩,561,2021-12-23,417,433,13
신천유수지,214,2021-12-23,194,200,12
신방화역,199,2021-12-23,192,194,14
훈련원공원,873,2021-12-23,981,981,13
가양라이품,38,2021-12-23,29,33,13
남산예장,40,2021-12-23,168,168,12
장안1동,74,2021-12-23,62,60,18
신월4동,53,2021-12-23,16,0,19
장안2동,80,2021-12-23,55,54,15
웃우물,79,2021-12-23,60,64,11
잠실역,346,2021-12-24,734,745,14
구로디지털단지역,92,2021-12-24,178,173,19
개화산역,322,2021-12-24,273,274,12
수서역북,553,2021-12-24,531,549,11
수서역남,18,2021-12-24,28,27,9
복정역,322,2021-12-24,357,371,14
한강진역,176,2021-12-24,705,725,14
수락산역,157,2021-12-24,212,217,15
화랑대역,319,2021-12-24,296,304,12
서울글로벌센터,38,2021-12-24,60,68,14
구파발역,399,2021-12-24,740,750,15
신설동,79,2021-12-24,208,210,14
영등포구청역,137,2021-12-24,227,88,12
적선노외,30,2021-12-24,181,92,15
도봉산역,364,2021-12-24,379,377,13
학여울역,180,2021-12-24,84,91,13
사당노외,184,2021-12-24,357,370,11
종묘,1617,2021-12-24,1445,1487,15
천왕역,328,2021-12-24,321,323,12
개화역,483,2021-12-24,276,274,14
마포유수지,505,2021-12-24,657,676,12
세종로,1260,2021-12-24,1103,1138,17
신대방역,60,2021-12-24,165,169,14
동대문,1092,2021-12-24,1416,1638,1
천호역,1432,2021-12-24,1742,1824,12
용산주차빌딩,561,2021-12-24,390,403,12
신천유수지,214,2021-12-24,194,196,12
신방화역,199,2021-12-24,213,226,11
훈련원공원,873,2021-12-24,882,916,13
가양라이품,38,2021-12-24,35,33,11
남산예장,40,2021-12-24,180,180,11
장안1동,74,2021-12-24,69,75,9
신월4동,53,2021-12-24,20,3,11
장안2동,80,2021-12-24,46,48,15
웃우물,79,2021-12-24,50,52,11
잠실역,346,2021-12-25,860,868,18
구로디지털단지역,92,2021-12-25,150,160,15
개화산역,322,2021-12-25,112,121,9
수서역북,553,2021-12-25,165,183,3
수서역남,18,2021-12-25,24,26,11
복정역,322,2021-12-25,119,138,18
한강진역,176,2021-12-25,652,662,16
수락산역,157,2021-12-25,87,89,11
화랑대역,319,2021-12-25,91,92,15
서울글로벌센터,38,2021-12-25,0,0,23
구파발역,399,2021-12-25,381,391,16
신설동,79,2021-12-25,204,209,13
영등포구청역,137,2021-12-25,84,28,12
적선노외,30,2021-12-25,79,56,16
도봉산역,364,2021-12-25,157,168,14
학여울역,180,2021-12-25,52,56,8
사당노외,184,2021-12-25,189,187,19
종묘,1617,2021-12-25,984,1009,15
천왕역,328,2021-12-25,103,115,12
개화역,483,2021-12-25,77,82,16
마포유수지,505,2021-12-25,377,391,13
세종로,1260,2021-12-25,1211,1214,16
신대방역,60,2021-12-25,138,132,18
동대문,1092,2021-12-25,401,963,1
천호역,1432,2021-12-25,1207,1246,17
용산주차빌딩,561,2021-12-25,48,67,1
신천유수지,214,2021-12-25,95,98,16
신방화역,199,2021-12-25,113,117,9
훈련원공원,873,2021-12-25,244,268,12
가양라이품,38,2021-12-25,4,9,1
남산예장,40,2021-12-25,155,154,13
장안1동,74,2021-12-25,34,34,9
신월4동,53,2021-12-25,11,0,14
장안2동,80,2021-12-25,17,22,10
웃우물,79,2021-12-25,34,31,0
잠실역,346,2021-12-26,616,620,17
구로디지털단지역,92,2021-12-26,132,129,16
개화산역,322,2021-12-26,85,84,15
수서역북,553,2021-12-26,190,191,0
수서역남,18,2021-12-26,17,16,7
복정역,322,2021-12-26,133,137,18
한강진역,176,2021-12-26,472,467,17
수락산역,157,2021-12-26,80,80,13
화랑대역,319,2021-12-26,76,84,15
서울글로벌센터,38,2021-12-26,0,0,23
구파발역,399,2021-12-26,225,229,15
신설동,79,2021-12-26,233,227,13
영등포구청역,137,2021-12-26,82,29,23
적선노외,30,2021-12-26,56,27,16
도봉산역,364,2021-12-26,139,140,14
학여울역,180,2021-12-26,43,41,0
사당노외,184,2021-12-26,205,202,19
종묘,1617,2021-12-26,502,493,15
천왕역,328,2021-12-26,107,110,18
개화역,483,2021-12-26,55,60,16
마포유수지,505,2021-12-26,225,232,13
세종로,1260,2021-12-26,1109,1159,16
신대방역,60,2021-12-26,92,106,16
동대문,1092,2021-12-26,835,301,0
천호역,1432,2021-12-26,927,969,16
용산주차빌딩,561,2021-12-26,34,33,23
신천유수지,214,2021-12-26,62,62,17
신방화역,199,2021-12-26,106,98,23
훈련원공원,873,2021-12-26,101,90,23
가양라이품,38,2021-12-26,7,10,16
남산예장,40,2021-12-26,148,148,22
장안1동,74,2021-12-26,30,31,22
신월4동,53,2021-12-26,11,0,23
장안2동,80,2021-12-26,22,17,23
웃우물,79,2021-12-26,23,24,23
잠실역,346,2021-12-27,582,580,14
구로디지털단지역,92,2021-12-27,167,166,19
개화산역,322,2021-12-27,297,295,13
수서역북,553,2021-12-27,623,611,10
수서역남,18,2021-12-27,26,20,16
복정역,322,2021-12-27,361,344,13
한강진역,176,2021-12-27,300,307,15
수락산역,157,2021-12-27,186,184,13
화랑대역,319,2021-12-27,287,287,14
서울글로벌센터,38,2021-12-27,70,74,15
구파발역,399,2021-12-27,662,660,15
신설동,79,2021-12-27,196,203,15
영등포구청역,137,2021-12-27,221,82,14
적선노외,30,2021-12-27,185,80,17
도봉산역,364,2021-12-27,350,356,13
학여울역,180,2021-12-27,119,111,16
사당노외,184,2021-12-27,338,349,20
종묘,1617,2021-12-27,1488,1434,15
천왕역,328,2021-12-27,368,350,14
개화역,483,2021-12-27,297,296,13
마포유수지,505,2021-12-27,705,706,18
세종로,1260,2021-12-27,446,423,14
신대방역,60,2021-12-27,133,128,18
동대문,1092,2021-12-27,1575,1346,0
천호역,1432,2021-12-27,1534,1558,15
용산주차빌딩,561,2021-12-27,460,431,17
신천유수지,214,2021-12-27,171,166,14
신방화역,199,2021-12-27,203,202,10
훈련원공원,873,2021-12-27,932,921,14
가양라이품,38,2021-12-27,26,26,11
남산예장,40,2021-12-27,173,172,12
장안1동,74,2021-12-27,67,74,16
신월4동,53,2021-12-27,22,1,19
장안2동,80,2021-12-27,47,46,16
웃우물,79,2021-12-27,62,62,16
잠실역,346,2021-12-28,553,552,14
구로디지털단지역,92,2021-12-28,171,168,19
개화산역,322,2021-12-28,316,308,16
수서역북,553,2021-12-28,616,631,12
수서역남,18,2021-12-28,30,33,13
복정역,322,2021-12-28,319,319,16
한강진역,176,2021-12-28,293,296,14
수락산역,157,2021-12-28,201,202,13
화랑대역,319,2021-12-28,292,286,16
서울글로벌센터,38,2021-12-28,79,80,15
구파발역,399,2021-12-28,664,669,12
신설동,79,2021-12-28,156,149,15
영등포구청역,137,2021-12-28,184,59,15
적선노외,30,2021-12-28,216,106,20
도봉산역,364,2021-12-28,383,371,13
학여울역,180,2021-12-28,101,107,16
사당노외,184,2021-12-28,335,335,19
종묘,1617,2021-12-28,1425,1466,14
천왕역,328,2021-12-28,325,319,14
개화역,483,2021-12-28,259,273,12
마포유수지,505,2021-12-28,762,764,19
세종로,1260,2021-12-28,937,947,20
신대방역,60,2021-12-28,135,137,15
동대문,1092,2021-12-28,1570,1625,1
천호역,1432,2021-12-28,1529,1575,11
용산주차빌딩,561,2021-12-28,427,432,17
신천유수지,214,2021-12-28,177,177,15
신방화역,199,2021-12-28,181,186,13
훈련원공원,873,2021-12-28,939,924,13
가양라이품,38,2021-12-28,38,37,14
남산예장,40,2021-12-28,171,171,12
장안1동,74,2021-12-28,65,66,19
신월4동,53,2021-12-28,16,2,7
장안2동,80,2021-12-28,48,48,18
웃우물,79,2021-12-28,56,54,20
잠실역,346,2021-12-29,592,602,15
구로디지털단지역,92,2021-12-29,148,154,19
개화산역,322,2021-12-29,287,288,10
수서역북,553,2021-12-29,561,568,10
수서역남,18,2021-12-29,30,30,12
복정역,322,2021-12-29,330,339,16
한강진역,176,2021-12-29,395,398,16
수락산역,157,2021-12-29,213,211,12
화랑대역,319,2021-12-29,281,280,15
서울글로벌센터,38,2021-12-29,67,70,15
구파발역,399,2021-12-29,579,570,13
신설동,79,2021-12-29,199,199,12
영등포구청역,137,2021-12-29,177,66,13
적선노외,30,2021-12-29,192,91,15
도봉산역,364,2021-12-29,334,338,14
학여울역,180,2021-12-29,113,106,13
사당노외,184,2021-12-29,344,344,19
종묘,1617,2021-12-29,1430,1438,13
천왕역,328,2021-12-29,305,312,13
개화역,483,2021-12-29,292,295,16
마포유수지,505,2021-12-29,723,752,19
세종로,1260,2021-12-29,845,848,20
신대방역,60,2021-12-29,157,157,15
동대문,1092,2021-12-29,1567,1597,0
천호역,1432,2021-12-29,1493,1571,12
용산주차빌딩,561,2021-12-29,411,414,13
신천유수지,214,2021-12-29,181,185,15
신방화역,199,2021-12-29,192,198,14
훈련원공원,873,2021-12-29,908,900,13
가양라이품,38,2021-12-29,29,33,14
남산예장,40,2021-12-29,176,175,7
장안1동,74,2021-12-29,63,58,15
신월4동,53,2021-12-29,19,0,7
장안2동,80,2021-12-29,56,55,14
웃우물,79,2021-12-29,62,63,11
잠실역,346,2021-12-30,632,636,14
구로디지털단지역,92,2021-12-30,172,170,19
개화산역,322,2021-12-30,251,267,12
수서역북,553,2021-12-30,566,571,12
수서역남,18,2021-12-30,34,32,10
복정역,322,2021-12-30,323,331,14
한강진역,176,2021-12-30,382,394,14
수락산역,157,2021-12-30,230,235,14
화랑대역,319,2021-12-30,263,272,12
서울글로벌센터,38,2021-12-30,69,77,11
구파발역,399,2021-12-30,610,630,13
신설동,79,2021-12-30,210,219,15
영등포구청역,137,2021-12-30,202,74,12
적선노외,30,2021-12-30,159,92,14
도봉산역,364,2021-12-30,356,357,14
학여울역,180,2021-12-30,98,104,11
사당노외,184,2021-12-30,337,338,20
종묘,1617,2021-12-30,1517,1525,15
천왕역,328,2021-12-30,326,337,13
개화역,483,2021-12-30,253,242,15
마포유수지,505,2021-12-30,711,728,12
세종로,1260,2021-12-30,1158,1165,20
신대방역,60,2021-12-30,147,145,17
동대문,1092,2021-12-30,1519,1580,1
천호역,1432,2021-12-30,1532,1611,13
용산주차빌딩,561,2021-12-30,421,431,17
신천유수지,214,2021-12-30,211,222,12
신방화역,199,2021-12-30,169,185,14
훈련원공원,873,2021-12-30,931,954,14
가양라이품,38,2021-12-30,37,36,13
남산예장,40,2021-12-30,172,170,12
장안1동,74,2021-12-30,78,77,20
신월4동,53,2021-12-30,12,0,19
장안2동,80,2021-12-30,53,54,10
웃우물,79,2021-12-30,64,64,12
잠실역,346,2021-12-31,765,683,14
구로디지털단지역,92,2021-12-31,189,206,16
개화산역,322,2021-12-31,255,253,11
수서역북,553,2021-12-31,491,507,12
수서역남,18,2021-12-31,31,32,8
복정역,322,2021-12-31,276,298,13
한강진역,176,2021-12-31,453,461,14
수락산역,157,2021-12-31,209,215,13
화랑대역,319,2021-12-31,267,259,14
서울글로벌센터,38,2021-12-31,67,69,10
구파발역,399,2021-12-31,689,698,12
신설동,79,2021-12-31,211,219,13
영등포구청역,137,2021-12-31,205,79,13
적선노외,30,2021-12-31,137,80,11
도봉산역,364,2021-12-31,305,311,12
학여울역,180,2021-12-31,79,90,12
사당노외,184,2021-12-31,289,308,11
종묘,1617,2021-12-31,1496,1544,13
천왕역,328,2021-12-31,307,306,13
개화역,483,2021-12-31,224,234,13
마포유수지,505,2021-12-31,613,639,13
세종로,1260,2021-12-31,431,451,13
신대방역,60,2021-12-31,150,156,20
동대문,1092,2021-12-31,446,1161,1
천호역,1432,2021-12-31,1654,1688,11
용산주차빌딩,561,2021-12-31,354,376,13
신천유수지,214,2021-12-31,178,180,11
신방화역,199,2021-12-31,206,213,12
훈련원공원,873,2021-12-31,778,819,13
가양라이품,38,2021-12-31,27,27,14
남산예장,40,2021-12-31,172,171,12
장안1동,74,2021-12-31,58,69,3
신월4동,53,2021-12-31,11,1,7
장안2동,80,2021-12-31,47,55,9
웃우물,79,2021-12-31,66,73,11
잠실역,346,2022-01-01,526,622,18
구로디지털단지역,92,2022-01-01,127,121,19
개화산역,322,2022-01-01,146,141,1
수서역북,553,2022-01-01,182,181,4
수서역남,18,2022-01-01,21,22,12
복정역,322,2022-01-01,108,115,18
한강진역,176,2022-01-01,515,514,17
수락산역,157,2022-01-01,121,122,11
화랑대역,319,2022-01-01,72,87,10
서울글로벌센터,38,2022-01-01,0,0,23
구파발역,399,2022-01-01,285,291,15
신설동,79,2022-01-01,228,234,16
영등포구청역,137,2022-01-01,70,27,10
적선노외,30,2022-01-01,104,53,15
도봉산역,364,2022-01-01,167,166,15
학여울역,180,2022-01-01,56,58,19
사당노외,184,2022-01-01,158,164,11
종묘,1617,2022-01-01,585,603,16
천왕역,328,2022-01-01,119,120,20
개화역,483,2022-01-01,62,68,13
마포유수지,505,2022-01-01,308,316,18
세종로,1260,2022-01-01,276,280,16
신대방역,60,2022-01-01,128,134,19
동대문,1092,2022-01-01,110,116,14
천호역,1432,2022-01-01,961,988,20
용산주차빌딩,561,2022-01-01,36,45,2
신천유수지,214,2022-01-01,55,61,8
신방화역,199,2022-01-01,106,103,11
훈련원공원,873,2022-01-01,100,108,13
가양라이품,38,2022-01-01,7,10,17
남산예장,40,2022-01-01,150,150,18
장안1동,74,2022-01-01,51,48,7
신월4동,53,2022-01-01,13,0,0
장안2동,80,2022-01-01,27,22,9
웃우물,79,2022-01-01,42,39,23
잠실역,346,2022-01-02,632,626,16
구로디지털단지역,92,2022-01-02,122,120,16
개화산역,322,2022-01-02,113,110,15
수서역북,553,2022-01-02,200,182,0
수서역남,18,2022-01-02,21,20,16
복정역,322,2022-01-02,126,127,17
한강진역,176,2022-01-02,504,502,16
수락산역,157,2022-01-02,116,111,14
화랑대역,319,2022-01-02,85,90,14
서울글로벌센터,38,2022-01-02,1,0,23
구파발역,399,2022-01-02,211,210,15
신설동,79,2022-01-02,249,243,15
영등포구청역,137,2022-01-02,82,34,12
적선노외,30,2022-01-02,87,42,15
도봉산역,364,2022-01-02,171,176,13
학여울역,180,2022-01-02,48,38,23
사당노외,184,2022-01-02,178,182,19
종묘,1617,2022-01-02,658,653,14
천왕역,328,2022-01-02,103,107,19
개화역,483,2022-01-02,43,62,10
마포유수지,505,2022-01-02,212,209,19
세종로,1260,2022-01-02,257,257,14
신대방역,60,2022-01-02,139,148,14
동대문,1092,2022-01-02,215,211,14
천호역,1432,2022-01-02,986,993,17
용산주차빌딩,561,2022-01-02,49,35,0
신천유수지,214,2022-01-02,69,69,14
신방화역,199,2022-01-02,103,95,23
훈련원공원,873,2022-01-02,102,98,22
가양라이품,38,2022-01-02,4,3,23
남산예장,40,2022-01-02,144,144,12
장안1동,74,2022-01-02,37,34,22
신월4동,53,2022-01-02,13,0,23
장안2동,80,2022-01-02,24,20,23
웃우물,79,2022-01-02,30,26,23
잠실역,346,2022-01-03,524,526,11
구로디지털단지역,92,2022-01-03,157,158,18
개화산역,322,2022-01-03,345,343,12
수서역북,553,2022-01-03,645,643,11
수서역남,18,2022-01-03,32,30,13
복정역,322,2022-01-03,349,330,14
한강진역,176,2022-01-03,257,257,14
수락산역,157,2022-01-03,192,195,12
화랑대역,319,2022-01-03,310,310,16
서울글로벌센터,38,2022-01-03,82,86,14
구파발역,399,2022-01-03,679,678,11
신설동,79,2022-01-03,162,157,15
영등포구청역,137,2022-01-03,222,76,14
적선노외,30,2022-01-03,162,76,9
도봉산역,364,2022-01-03,416,401,14
학여울역,180,2022-01-03,111,110,13
사당노외,184,2022-01-03,331,332,14
종묘,1617,2022-01-03,1378,1353,15
천왕역,328,2022-01-03,362,351,13
개화역,483,2022-01-03,314,322,12
마포유수지,505,2022-01-03,681,681,13
세종로,1260,2022-01-03,428,412,14
신대방역,60,2022-01-03,149,145,16
동대문,1092,2022-01-03,1279,500,0
천호역,1432,2022-01-03,1639,1685,13
용산주차빌딩,561,2022-01-03,428,404,17
신천유수지,214,2022-01-03,218,216,14
신방화역,199,2022-01-03,230,226,16
훈련원공원,873,2022-01-03,906,876,14
가양라이품,38,2022-01-03,38,38,16
남산예장,40,2022-01-03,176,176,13
장안1동,74,2022-01-03,62,56,21
